Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Vehicle Class,Fuel Type
3.0,6,12.0,24,276,SUV - SMALL,X
2.0,4,10.0,28,232,SUV - STANDARD,Z
2.0,4,10.2,28,239,SUV - STANDARD,Z
2.0,4,10.6,27,247,SUV - STANDARD,Z
2.4,4,8.2,34,192,COMPACT,Z
3.5,6,11.0,26,259,SUV - SMALL,Z
3.0,6,9.0,31,210,SUV - SMALL,Z
3.5,6,11.0,26,261,TWO-SEATER,Z
3.5,6,10.7,26,250,SUV - SMALL,Z
3.5,6,8.1,35,190,MID-SIZE,Z
2.4,4,8.3,34,197,COMPACT,Z
2.0,4,8.7,32,205,MID-SIZE,Z
2.0,4,9.2,31,217,MID-SIZE,Z
2.9,6,11.9,24,280,MID-SIZE,Z
5.2,12,13.7,21,322,MINICOMPACT,Z
6.0,12,14.1,20,331,SUBCOMPACT,Z
6.0,12,14.7,19,345,MINICOMPACT,Z
6.0,12,16.4,17,388,TWO-SEATER,Z
6.0,12,19.2,15,450,TWO-SEATER,Z
2.0,4,8.0,35,188,SUBCOMPACT,X
2.0,4,8.7,32,205,SUBCOMPACT,X
2.0,4,9.5,30,223,SUBCOMPACT,X
2.0,4,7.6,37,177,COMPACT,Z
2.0,4,8.8,32,205,COMPACT,Z
2.0,4,8.6,33,204,COMPACT,Z
2.0,4,9.3,30,217,STATION WAGON - SMALL,Z
2.0,4,9.7,29,226,SUBCOMPACT,Z
2.0,4,9.0,31,210,SUBCOMPACT,Z
2.0,4,9.9,29,231,SUBCOMPACT,Z
2.0,4,9.4,30,220,MID-SIZE,Z
3.0,6,10.0,28,238,MID-SIZE,Z
3.0,6,10.5,27,246,MID-SIZE,Z
2.0,4,10.3,27,243,COMPACT,Z
2.0,4,10.3,27,241,COMPACT,Z
2.0,4,10.5,27,246,SUV - SMALL,Z
2.0,4,10.8,26,253,SUV - STANDARD,Z
3.0,6,11.1,25,260,SUV - STANDARD,Z
5.2,10,14.1,20,330,TWO-SEATER,Z
4.0,8,13.1,22,309,MID-SIZE,Z
2.0,4,9.9,29,232,SUBCOMPACT,Z
3.0,6,11.0,26,259,SUBCOMPACT,Z
4.0,8,13.4,21,312,MID-SIZE,Z
6.0,12,15.9,18,370,SUV - STANDARD,Z
4.0,8,13.8,20,321,MID-SIZE,Z
6.0,12,16.0,18,375,MID-SIZE,Z
6.8,8,17.5,16,407,MID-SIZE,Z
6.8,8,18.3,15,430,MID-SIZE,Z
2.0,4,8.7,32,207,SUBCOMPACT,Z
2.0,4,9.4,30,219,SUBCOMPACT,Z
2.0,4,9.1,31,213,SUBCOMPACT,Z
2.0,4,8.4,34,200,COMPACT,Z
2.0,4,8.6,33,202,COMPACT,Z
2.0,4,8.8,32,206,COMPACT,Z
2.0,4,7.0,40,189,COMPACT,D
2.0,4,7.0,40,189,STATION WAGON - SMALL,D
2.0,4,9.1,31,213,COMPACT,Z
2.0,4,9.1,31,213,FULL-SIZE,Z
2.0,4,9.1,31,213,STATION WAGON - SMALL,Z
3.0,6,9.6,29,224,COMPACT,Z
3.0,6,10.4,27,242,COMPACT,Z
3.0,6,9.8,29,228,COMPACT,Z
2.0,4,9.1,31,211,SUBCOMPACT,Z
2.0,4,9.1,31,213,MID-SIZE,Z
3.0,6,9.8,29,228,MID-SIZE,Z
3.0,6,10.6,27,249,SUBCOMPACT,Z
3.0,6,10.6,27,249,COMPACT,Z
4.4,8,12.5,23,292,SUBCOMPACT,Z
4.4,8,11.7,24,273,COMPACT,Z
4.4,8,12.5,23,292,COMPACT,Z
4.4,8,11.7,24,273,FULL-SIZE,Z
4.4,8,12.5,23,292,FULL-SIZE,Z
3.0,6,10.5,27,245,SUBCOMPACT,Z
3.0,6,11.4,25,267,SUBCOMPACT,Z
3.0,6,9.6,29,224,SUBCOMPACT,Z
3.0,6,10.4,27,242,SUBCOMPACT,Z
3.0,6,10.7,26,250,SUBCOMPACT,Z
3.0,6,9.8,29,228,SUBCOMPACT,Z
3.0,6,12.1,23,283,SUBCOMPACT,Z
4.4,8,14.7,19,343,COMPACT,Z
4.4,8,13.8,20,324,COMPACT,Z
4.4,8,14.7,19,343,SUBCOMPACT,Z
4.4,8,13.8,20,324,SUBCOMPACT,Z
6.6,12,15.1,19,355,FULL-SIZE,Z
2.0,4,9.1,31,213,SUV - SMALL,Z
2.0,4,8.0,35,211,SUV - SMALL,D
2.0,4,10.0,28,233,SUV - SMALL,Z
3.0,6,11.1,25,260,SUV - SMALL,Z
2.0,4,10.3,27,240,SUV - SMALL,Z
4.4,8,14.6,19,341,SUV - STANDARD,Z
3.0,6,9.3,30,249,SUV - STANDARD,D
3.0,6,11.5,25,270,SUV - STANDARD,Z
4.4,8,13.7,21,320,SUV - STANDARD,Z
3.6,6,13.7,21,322,SUV - STANDARD,X
1.4,4,7.9,36,185,SUV - SMALL,X
1.4,4,8.8,32,208,SUV - SMALL,X
1.4,4,8.3,34,196,SUV - SMALL,X
2.5,4,9.9,29,232,SUV - SMALL,X
3.6,6,9.5,30,224,MID-SIZE,X
3.6,6,10.0,28,235,MID-SIZE,X
2.0,4,9.9,29,233,MID-SIZE,Z
2.0,4,10.7,26,250,MID-SIZE,Z
2.4,4,9.7,29,226,COMPACT,X
2.0,4,10.1,28,236,COMPACT,Z
2.5,4,9.2,31,216,COMPACT,X
3.6,6,10.0,28,234,COMPACT,X
2.0,4,9.5,30,222,COMPACT,Z
3.6,6,11.9,24,279,COMPACT,Z
3.6,6,12.6,22,295,COMPACT,Z
2.0,4,9.5,30,223,FULL-SIZE,Z
3.6,6,11.0,26,259,FULL-SIZE,X
2.0,4,9.5,30,223,MID-SIZE,Z
3.6,6,10.0,28,234,MID-SIZE,X
3.6,6,10.6,27,248,MID-SIZE,X
3.6,6,12.7,22,299,MID-SIZE,Z
6.2,8,14.0,20,329,MID-SIZE,Z
6.2,8,14.1,20,331,SUV - STANDARD,Z
3.6,6,10.5,27,245,SUV - SMALL,X
3.6,6,11.1,25,260,SUV - SMALL,X
3.6,6,11.1,25,260,FULL-SIZE,X
3.6,6,11.6,24,272,FULL-SIZE,X
3.6,6,12.8,22,299,FULL-SIZE,Z
2.0,4,10.1,28,236,SUBCOMPACT,Z
3.6,6,10.6,27,249,SUBCOMPACT,X
3.6,6,11.7,24,274,SUBCOMPACT,X
6.2,8,11.7,24,273,SUBCOMPACT,Z
6.2,8,12.1,23,284,SUBCOMPACT,Z
6.2,8,15.6,18,367,SUBCOMPACT,Z
6.2,8,14.9,19,349,SUBCOMPACT,Z
2.5,4,10.7,26,252,PICKUP TRUCK - SMALL,X
2.5,4,10.9,26,254,PICKUP TRUCK - SMALL,X
2.8,4,9.5,30,255,PICKUP TRUCK - SMALL,D
3.6,6,11.7,24,274,PICKUP TRUCK - SMALL,X
2.5,4,11.3,25,263,PICKUP TRUCK - SMALL,X
2.8,4,10.4,27,280,PICKUP TRUCK - SMALL,D
3.6,6,12.2,23,286,PICKUP TRUCK - SMALL,X
2.8,4,11.7,24,315,PICKUP TRUCK - SMALL,D
3.6,6,14.1,20,331,PICKUP TRUCK - SMALL,X
6.2,8,12.4,23,290,TWO-SEATER,Z
6.2,8,11.9,24,278,TWO-SEATER,Z
6.2,8,14.3,20,336,TWO-SEATER,Z
6.2,8,13.4,21,312,TWO-SEATER,Z
1.4,4,7.0,40,165,COMPACT,X
1.4,4,7.3,39,170,COMPACT,X
1.4,4,7.2,39,169,COMPACT,X
1.6,4,6.4,44,172,COMPACT,D
1.6,4,6.3,45,169,COMPACT,D
1.4,4,7.3,39,172,COMPACT,X
1.4,4,7.4,38,173,COMPACT,X
1.4,4,7.5,38,176,COMPACT,X
2.4,4,9.4,30,221,SUV - SMALL,X
2.4,4,13.6,21,223,SUV - SMALL,E
2.4,4,10.1,28,237,SUV - SMALL,X
2.4,4,14.2,20,234,SUV - SMALL,E
3.6,6,13.0,22,304,SUV - SMALL,X
6.0,8,18.6,15,438,VAN - PASSENGER,X
6.0,8,19.0,15,445,VAN - PASSENGER,X
2.5,4,9.5,30,224,FULL-SIZE,X
3.6,6,10.6,27,249,FULL-SIZE,X
3.6,6,14.6,19,240,FULL-SIZE,E
1.5,4,7.8,36,182,MID-SIZE,X
2.0,4,9.1,31,212,MID-SIZE,Z
1.8,4,5.1,55,121,MID-SIZE,X
5.3,8,12.7,22,297,PICKUP TRUCK - STANDARD,X
5.3,8,13.1,22,309,PICKUP TRUCK - STANDARD,X
6.2,8,13.8,20,324,PICKUP TRUCK - STANDARD,Z
4.3,6,11.9,24,279,PICKUP TRUCK - STANDARD,X
5.3,8,17.1,17,284,PICKUP TRUCK - STANDARD,E
5.3,8,13.9,20,327,PICKUP TRUCK - STANDARD,X
6.2,8,14.1,20,330,PICKUP TRUCK - STANDARD,Z
4.3,6,12.5,23,294,PICKUP TRUCK - STANDARD,X
4.3,6,18.0,16,294,PICKUP TRUCK - STANDARD,E
5.3,8,17.9,16,315,PICKUP TRUCK - STANDARD,E
5.3,8,13.0,22,303,PICKUP TRUCK - STANDARD,X
1.4,4,7.8,36,184,COMPACT,X
1.4,4,7.4,38,174,COMPACT,X
1.8,4,8.4,34,197,COMPACT,X
1.8,4,8.3,34,194,COMPACT,X
1.4,4,7.8,36,184,STATION WAGON - SMALL,X
1.4,4,7.4,38,174,STATION WAGON - SMALL,X
1.8,4,8.4,34,197,STATION WAGON - SMALL,X
1.8,4,8.3,34,194,STATION WAGON - SMALL,X
1.4,4,7.1,40,167,SUBCOMPACT,X
1.4,4,7.2,39,168,SUBCOMPACT,X
5.3,8,13.0,22,305,SUV - STANDARD,X
5.3,8,17.1,17,284,SUV - STANDARD,E
5.3,8,18.0,16,299,SUV - STANDARD,E
1.4,4,8.2,34,194,SUV - SMALL,X
2.4,4,8.6,33,201,MID-SIZE,X
2.4,4,11.7,24,192,MID-SIZE,E
3.6,6,10.2,28,241,MID-SIZE,X
3.6,6,13.9,20,230,MID-SIZE,E
3.6,6,10.8,26,252,MID-SIZE,X
3.6,6,14.4,20,237,MID-SIZE,E
3.6,6,10.3,27,242,FULL-SIZE,X
3.6,6,11.0,26,258,FULL-SIZE,X
3.6,6,15.0,19,248,FULL-SIZE,E
3.6,6,10.9,26,257,MINIVAN,X
3.6,6,10.6,27,249,MINIVAN,X
5.7,8,13.1,22,307,MID-SIZE,Z
6.4,8,13.9,20,325,MID-SIZE,Z
3.6,6,11.0,26,258,MID-SIZE,X
6.2,8,15.1,19,352,MID-SIZE,Z
3.6,6,11.6,24,271,FULL-SIZE,X
5.7,8,13.3,21,312,FULL-SIZE,X
5.7,8,14.0,20,328,SUV - STANDARD,X
3.6,6,16.7,17,274,MINIVAN,E
2.4,4,11.1,25,261,SUV - SMALL,X
3.6,6,12.1,23,284,SUV - SMALL,X
3.6,6,16.4,17,274,SUV - SMALL,E
8.4,10,16.6,17,387,TWO-SEATER,Z
1.4,4,8.0,35,187,TWO-SEATER,X
1.4,4,7.9,36,185,TWO-SEATER,X
1.4,4,8.0,35,186,MINICOMPACT,X
1.4,4,7.3,39,171,MINICOMPACT,X
1.4,4,7.0,40,163,MINICOMPACT,X
1.4,4,8.7,32,202,MINICOMPACT,X
1.4,4,7.9,36,186,MINICOMPACT,X
1.4,4,9.4,30,221,STATION WAGON - SMALL,X
1.4,4,8.4,34,197,SUV - SMALL,X
2.4,4,9.3,30,219,SUV - SMALL,X
2.4,4,9.7,29,226,SUV - SMALL,X
2.0,4,5.9,48,138,FULL-SIZE,X
2.0,4,9.9,29,233,SUV - SMALL,X
2.0,4,9.8,29,230,SUV - SMALL,X
3.5,6,11.5,25,270,SUV - SMALL,X
2.0,4,10.4,27,244,SUV - SMALL,X
2.7,6,12.0,24,281,SUV - SMALL,X
3.5,6,12.1,23,284,SUV - SMALL,X
1.5,4,9.1,31,214,SUV - SMALL,X
2.0,4,9.5,30,222,SUV - SMALL,X
2.5,4,9.7,29,229,SUV - SMALL,X
2.5,4,13.3,21,219,SUV - SMALL,E
1.5,4,9.6,29,226,SUV - SMALL,X
2.0,4,10.2,28,239,SUV - SMALL,X
3.5,6,14.2,20,333,SUV - STANDARD,X
3.5,6,14.3,20,337,SUV - STANDARD,X
2.3,4,10.8,26,254,SUV - STANDARD,X
3.5,6,12.0,24,281,SUV - STANDARD,X
2.3,4,11.3,25,266,SUV - STANDARD,X
3.5,6,12.6,22,296,SUV - STANDARD,X
3.5,6,17.2,16,284,SUV - STANDARD,E
2.7,6,11.6,24,272,PICKUP TRUCK - STANDARD,X
3.5,6,11.3,25,264,PICKUP TRUCK - STANDARD,X
3.5,6,11.7,24,274,PICKUP TRUCK - STANDARD,X
3.5,6,12.4,23,290,PICKUP TRUCK - STANDARD,X
3.5,6,15.8,18,258,PICKUP TRUCK - STANDARD,E
5.0,8,13.2,21,310,PICKUP TRUCK - STANDARD,X
5.0,8,17.7,16,291,PICKUP TRUCK - STANDARD,E
5.0,8,14.5,19,340,PICKUP TRUCK - STANDARD,X
2.7,6,11.8,24,276,PICKUP TRUCK - STANDARD,X
2.7,6,12.5,23,293,PICKUP TRUCK - STANDARD,X
3.5,6,12.1,23,284,PICKUP TRUCK - STANDARD,X
3.5,6,12.3,23,288,PICKUP TRUCK - STANDARD,X
3.5,6,12.7,22,298,PICKUP TRUCK - STANDARD,X
3.5,6,12.5,23,293,PICKUP TRUCK - STANDARD,X
3.5,6,16.9,17,281,PICKUP TRUCK - STANDARD,E
5.0,8,13.8,20,323,PICKUP TRUCK - STANDARD,X
5.0,8,18.6,15,305,PICKUP TRUCK - STANDARD,E
5.0,8,14.1,20,330,PICKUP TRUCK - STANDARD,X
5.0,8,18.6,15,306,PICKUP TRUCK - STANDARD,E
5.0,8,19.6,14,326,PICKUP TRUCK - STANDARD,E
3.5,6,14.5,19,339,PICKUP TRUCK - STANDARD,X
1.6,4,7.6,37,178,SUBCOMPACT,X
1.6,4,7.8,36,182,SUBCOMPACT,X
1.0,3,6.8,42,158,SUBCOMPACT,X
1.6,4,8.2,34,192,COMPACT,X
3.5,6,13.7,21,321,SUV - STANDARD,X
1.0,3,7.5,38,176,COMPACT,X
1.0,3,7.0,40,164,COMPACT,X
2.0,4,7.9,36,185,COMPACT,X
2.0,4,10.6,27,177,COMPACT,E
2.0,4,8.0,35,189,COMPACT,X
2.0,4,10.9,26,182,COMPACT,E
2.0,4,8.3,34,195,COMPACT,X
2.0,4,11.4,25,188,COMPACT,E
2.3,4,10.9,26,256,MID-SIZE,Z
2.0,4,9.3,30,219,MID-SIZE,X
1.5,4,8.7,32,204,MID-SIZE,X
2.0,4,9.6,29,225,MID-SIZE,X
2.5,4,9.6,29,224,MID-SIZE,X
2.0,4,10.1,28,238,MID-SIZE,X
2.7,6,11.5,25,270,MID-SIZE,X
2.0,4,5.6,50,131,MID-SIZE,X
3.5,6,17.3,16,406,TWO-SEATER,Z
2.3,4,9.6,29,226,SUBCOMPACT,X
2.3,4,10.2,28,239,SUBCOMPACT,X
2.3,4,9.8,29,230,SUBCOMPACT,X
3.7,6,11.1,25,259,SUBCOMPACT,X
3.7,6,11.5,25,271,SUBCOMPACT,X
5.0,8,12.9,22,303,SUBCOMPACT,X
5.0,8,13.1,22,307,SUBCOMPACT,X
5.0,8,13.8,20,324,SUBCOMPACT,X
2.3,4,10.1,28,237,SUBCOMPACT,X
5.0,8,13.2,21,309,SUBCOMPACT,X
5.2,8,14.6,19,341,SUBCOMPACT,Z
3.5,6,14.6,19,344,VAN - PASSENGER,X
3.7,6,15.1,19,354,VAN - PASSENGER,X
3.7,6,20.9,14,343,VAN - PASSENGER,E
2.0,4,10.1,28,238,FULL-SIZE,X
3.5,6,15.0,19,249,FULL-SIZE,E
2.5,4,10.4,27,244,SPECIAL PURPOSE VEHICLE,X
2.5,4,14.2,20,234,SPECIAL PURPOSE VEHICLE,E
2.5,4,10.8,26,253,SPECIAL PURPOSE VEHICLE,X
2.5,4,14.7,19,242,SPECIAL PURPOSE VEHICLE,E
3.8,6,12.1,23,286,FULL-SIZE,X
3.3,6,11.9,24,279,FULL-SIZE,Z
5.0,8,13.0,22,306,FULL-SIZE,Z
2.5,4,10.2,28,239,SUV - STANDARD,X
2.5,4,10.4,27,243,SUV - STANDARD,X
3.6,6,11.6,24,271,SUV - STANDARD,X
6.2,8,13.8,20,323,PICKUP TRUCK - STANDARD,Z
5.3,8,17.9,16,317,PICKUP TRUCK - STANDARD,E
6.2,8,14.1,20,330,SUV - STANDARD,Z
6.2,8,14.2,20,333,SUV - STANDARD,Z
2.4,4,8.2,34,190,MID-SIZE,X
2.4,4,9.0,31,210,MID-SIZE,X
3.5,6,9.6,29,225,MID-SIZE,X
3.5,6,10.9,26,254,MID-SIZE,X
2.4,4,7.8,36,180,MID-SIZE,X
2.0,4,5.0,56,114,MID-SIZE,X
1.5,4,6.8,42,158,COMPACT,X
1.5,4,6.8,42,159,COMPACT,X
2.0,4,7.0,40,163,COMPACT,X
2.0,4,7.4,38,173,COMPACT,X
1.5,4,6.6,43,153,MID-SIZE,X
2.0,4,7.0,40,163,MID-SIZE,X
2.0,4,7.4,38,172,MID-SIZE,X
1.5,4,6.9,41,162,FULL-SIZE,X
1.5,4,7.3,39,170,FULL-SIZE,X
1.5,4,7.3,39,170,FULL-SIZE,Z
1.5,4,7.2,39,167,FULL-SIZE,X
1.5,4,7.2,39,167,FULL-SIZE,Z
1.5,4,7.8,36,181,SUV - SMALL,X
1.5,4,8.0,35,188,SUV - SMALL,X
1.5,4,6.5,43,154,STATION WAGON - SMALL,X
1.5,4,7.0,40,164,STATION WAGON - SMALL,X
1.5,4,7.4,38,174,STATION WAGON - SMALL,X
1.8,4,7.7,37,180,STATION WAGON - SMALL,X
1.8,4,8.4,34,195,STATION WAGON - SMALL,X
1.8,4,8.2,34,194,STATION WAGON - SMALL,X
3.5,6,10.7,26,251,MINIVAN,X
3.5,6,10.8,26,254,SUV - SMALL,X
3.5,6,11.3,25,266,SUV - SMALL,X
3.5,6,11.0,26,256,SUV - SMALL,X
1.6,4,7.9,36,182,COMPACT,X
2.0,4,7.4,38,174,MID-SIZE,X
2.0,4,8.0,35,187,MID-SIZE,X
2.0,4,8.7,32,206,MID-SIZE,X
2.0,4,8.7,32,204,MID-SIZE,X
1.6,4,4.4,64,103,FULL-SIZE,X
1.6,4,4.1,69,96,FULL-SIZE,X
2.0,4,11.2,25,264,SUV - SMALL,X
2.4,4,10.7,26,253,SUV - SMALL,X
2.0,4,9.2,31,216,FULL-SIZE,X
2.4,4,8.2,34,194,FULL-SIZE,X
2.4,4,8.7,32,207,FULL-SIZE,X
2.0,4,6.0,47,143,MID-SIZE,X
2.0,4,5.7,50,137,MID-SIZE,X
1.6,4,9.3,30,221,SUV - SMALL,X
2.0,4,9.0,31,213,SUV - SMALL,X
2.0,4,10.2,28,241,SUV - SMALL,X
1.6,4,7.6,37,180,COMPACT,X
1.6,4,8.0,35,188,COMPACT,X
1.6,4,8.2,34,193,COMPACT,X
1.6,4,8.4,34,200,COMPACT,X
3.0,6,10.9,26,256,MID-SIZE,Z
3.0,6,10.9,26,257,MID-SIZE,Z
3.5,6,8.5,33,200,COMPACT,Z
2.0,4,10.0,28,233,SUBCOMPACT,Z
3.0,6,10.8,26,253,SUBCOMPACT,Z
3.7,6,11.7,24,274,MID-SIZE,Z
3.5,6,7.8,36,184,MID-SIZE,Z
2.0,4,8.5,33,200,COMPACT,Z
3.7,6,11.9,24,280,STATION WAGON - SMALL,Z
3.5,6,10.5,27,246,SUV - SMALL,Z
3.5,6,10.9,26,257,SUV - SMALL,Z
2.5,4,9.1,31,214,SUV - STANDARD,X
5.6,8,15.1,19,355,SUV - STANDARD,Z
3.0,6,11.8,24,277,SUV - SMALL,Z
3.0,6,10.4,27,242,TWO-SEATER,Z
3.0,6,10.8,26,253,TWO-SEATER,Z
3.0,6,11.3,25,265,TWO-SEATER,Z
2.0,4,6.9,41,186,COMPACT,D
2.0,4,6.9,41,186,MID-SIZE,D
3.0,6,10.4,27,243,MID-SIZE,Z
3.0,6,11.8,24,276,FULL-SIZE,Z
3.0,6,11.9,24,280,FULL-SIZE,Z
2.4,4,9.6,29,225,SUV - SMALL,X
3.2,6,10.0,28,234,SUV - SMALL,X
3.2,6,10.3,27,241,SUV - SMALL,X
2.4,4,10.2,28,240,SUV - SMALL,X
3.2,6,11.1,25,259,SUV - SMALL,X
2.4,4,10.9,26,256,SUV - SMALL,X
3.2,6,11.6,24,269,SUV - SMALL,X
2.0,4,10.0,28,235,SUV - SMALL,X
2.0,4,9.3,30,216,SUV - SMALL,X
2.4,4,10.6,27,249,SUV - SMALL,X
2.4,4,9.8,29,230,SUV - SMALL,X
6.4,8,15.7,18,368,SUV - STANDARD,Z
2.4,4,9.0,31,211,SUV - SMALL,X
2.4,4,9.5,30,222,SUV - SMALL,X
1.4,4,8.9,32,209,SUV - SMALL,X
2.4,4,12.5,23,206,SUV - SMALL,E
1.4,4,8.9,32,211,SUV - SMALL,X
3.6,6,12.8,22,298,SUV - SMALL,X
3.6,6,13.4,21,313,SUV - SMALL,X
3.6,6,13.3,21,312,SUV - SMALL,X
3.3,6,10.2,28,237,FULL-SIZE,X
2.0,4,7.2,39,170,MID-SIZE,X
2.0,4,8.3,34,198,MID-SIZE,X
2.0,4,8.3,34,195,MID-SIZE,X
1.6,4,8.7,32,207,FULL-SIZE,X
2.0,4,8.3,34,197,FULL-SIZE,X
2.0,4,8.7,32,204,FULL-SIZE,X
1.6,4,8.6,33,204,COMPACT,X
1.6,4,9.2,31,216,COMPACT,X
2.0,4,8.6,33,203,COMPACT,X
2.0,4,8.8,32,209,COMPACT,X
3.8,6,11.8,24,279,FULL-SIZE,X
5.0,8,13.3,21,317,FULL-SIZE,Z
1.6,4,4.8,59,114,STATION WAGON - SMALL,X
1.6,4,4.7,60,110,STATION WAGON - SMALL,X
1.6,4,5.4,52,129,STATION WAGON - SMALL,X
2.4,4,8.4,34,198,FULL-SIZE,X
2.4,4,8.0,35,190,FULL-SIZE,X
2.0,4,9.4,30,224,FULL-SIZE,X
2.0,4,5.6,50,132,MID-SIZE,X
1.6,4,7.8,36,181,COMPACT,X
2.0,4,8.9,32,210,STATION WAGON - MID-SIZE,X
2.4,4,9.9,29,234,SUV - SMALL,X
2.0,4,11.0,26,259,SUV - SMALL,X
2.4,4,10.5,27,246,SUV - SMALL,X
3.3,6,12.2,23,289,SUV - SMALL,X
3.3,6,11.4,25,270,SUV - SMALL,X
1.6,4,8.7,32,205,STATION WAGON - SMALL,X
1.6,4,8.8,32,208,STATION WAGON - SMALL,X
2.0,4,8.7,32,206,STATION WAGON - SMALL,X
1.6,4,8.5,33,199,STATION WAGON - SMALL,X
2.4,4,9.3,30,220,SUV - SMALL,X
2.0,4,11.1,25,263,SUV - SMALL,X
2.4,4,10.5,27,247,SUV - SMALL,X
6.5,12,17.9,16,428,TWO-SEATER,Z
6.5,12,19.7,14,461,TWO-SEATER,Z
6.5,12,18.7,15,438,TWO-SEATER,Z
2.0,4,10.7,26,252,SUV - SMALL,Z
2.0,4,9.8,29,231,SUV - SMALL,Z
2.0,4,10.4,27,243,SUV - SMALL,Z
3.5,6,9.7,29,226,MID-SIZE,X
3.5,6,11.0,26,257,MID-SIZE,Z
3.5,6,7.5,38,176,MID-SIZE,Z
4.6,8,14.6,19,341,SUV - STANDARD,Z
3.5,6,11.0,26,258,COMPACT,Z
5.7,8,15.8,18,372,SUV - STANDARD,Z
2.0,4,9.9,29,232,SUV - SMALL,Z
2.5,4,7.5,38,176,SUV - SMALL,X
3.5,6,11.0,26,258,SUBCOMPACT,Z
3.5,6,10.8,26,252,SUV - SMALL,X
3.5,6,7.9,36,185,SUV - STANDARD,Z
2.7,6,12.0,24,281,FULL-SIZE,X
3.0,6,12.3,23,288,FULL-SIZE,X
2.0,4,10.8,26,254,SUV - SMALL,X
2.3,4,11.4,25,268,SUV - SMALL,X
2.7,6,12.1,23,284,SUV - SMALL,X
2.0,4,9.8,29,230,MID-SIZE,X
3.0,6,11.2,25,264,MID-SIZE,X
2.0,4,10.2,28,239,MID-SIZE,X
3.0,6,11.8,24,278,MID-SIZE,X
2.0,4,5.9,48,139,MID-SIZE,X
3.5,6,14.5,19,339,SUV - STANDARD,X
3.0,6,12.4,23,286,MID-SIZE,Z
3.0,6,12.4,23,293,MID-SIZE,Z
4.7,8,15.1,19,355,SUBCOMPACT,Z
4.7,8,15.2,19,358,SUBCOMPACT,Z
3.0,6,14.7,19,340,SUV - STANDARD,Z
3.0,6,14.7,19,346,SUV - STANDARD,Z
3.8,8,13.8,20,321,FULL-SIZE,Z
3.0,6,13.1,22,300,FULL-SIZE,Z
2.0,4,8.2,34,192,COMPACT,X
2.5,4,8.6,33,204,SUV - SMALL,X
2.5,4,9.2,31,221,SUV - SMALL,X
2.5,4,9.6,29,225,SUV - SMALL,X
2.5,4,10.4,27,242,SUV - SMALL,X
2.0,4,7.5,38,176,COMPACT,X
2.0,4,7.5,38,175,COMPACT,X
2.5,4,7.8,36,182,COMPACT,X
2.5,4,7.6,37,176,COMPACT,X
2.5,4,8.2,34,194,COMPACT,X
2.0,4,7.5,38,174,MID-SIZE,X
2.0,4,7.6,37,178,MID-SIZE,X
2.5,4,7.8,36,183,MID-SIZE,X
2.5,4,7.8,36,181,MID-SIZE,X
2.5,4,8.4,34,198,MID-SIZE,X
2.5,4,9.6,29,226,MINIVAN,X
2.5,4,9.8,29,230,MINIVAN,X
2.5,4,8.0,35,187,MID-SIZE,X
2.5,4,7.9,36,186,MID-SIZE,X
2.5,4,8.4,34,196,MID-SIZE,X
2.0,4,8.0,35,187,TWO-SEATER,Z
2.0,4,8.1,35,190,TWO-SEATER,Z
4.0,8,11.7,24,273,COMPACT,Z
4.0,8,12.2,23,291,SUBCOMPACT,Z
4.0,8,12.1,23,285,SUBCOMPACT,Z
2.0,4,9.3,30,221,COMPACT,Z
5.5,8,18.5,15,413,SUV - STANDARD,Z
6.0,12,20.3,14,467,SUV - STANDARD,Z
3.0,6,14.6,19,353,SUV - SMALL,Z
5.5,8,15.6,18,363,SUV - STANDARD,Z
5.5,8,13.8,20,322,COMPACT,Z
5.5,8,13.0,22,305,COMPACT,Z
6.0,12,14.6,19,349,FULL-SIZE,Z
6.0,12,14.3,20,348,COMPACT,Z
6.0,12,15.5,18,365,COMPACT,Z
6.0,12,14.5,19,340,TWO-SEATER,Z
3.0,6,10.1,28,234,TWO-SEATER,Z
2.0,4,8.3,34,179,MID-SIZE,Z
2.0,4,9.3,30,218,SUBCOMPACT,Z
2.0,4,8.1,35,190,COMPACT,Z
4.7,8,11.7,24,275,COMPACT,Z
2.0,4,9.5,30,246,MID-SIZE,Z
3.0,6,10.4,27,245,MID-SIZE,Z
3.0,6,11.0,26,259,STATION WAGON - MID-SIZE,Z
4.0,8,17.9,16,401,SUV - STANDARD,Z
2.0,4,9.1,31,212,SUV - SMALL,Z
2.0,4,12.0,24,128,SUV - SMALL,E
3.0,6,11.7,24,276,SUV - STANDARD,Z
4.7,8,13.5,21,318,SUV - STANDARD,Z
3.0,6,13.0,22,306,SUV - STANDARD,Z
4.7,8,15.0,19,347,SUV - STANDARD,Z
6.0,12,15.0,19,359,FULL-SIZE,Z
2.0,4,10.2,28,240,SPECIAL PURPOSE VEHICLE,Z
2.0,4,10.5,27,248,SPECIAL PURPOSE VEHICLE,Z
4.7,8,12.0,24,280,MID-SIZE,Z
4.7,8,12.0,24,280,FULL-SIZE,Z
4.7,8,11.8,24,276,COMPACT,Z
4.7,8,11.9,24,278,COMPACT,Z
6.0,12,14.5,19,350,FULL-SIZE,Z
3.0,6,10.1,28,237,TWO-SEATER,Z
4.7,8,11.7,24,275,TWO-SEATER,Z
